Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
8,"T Ishimaru, H Yokogawa",Olfactory and gustatory disturbances caused by digitalism: a case report,2006,Auris Nasus Larynx,Elsevier,https://www.sciencedirect.com/science/article/pii/S0385814606000344?casa_token=8FzaGVrOfA8AAAAA:i50-LKHxyWG8wu8ZV2fMvRqxKvjmrssZpLIhGFifZgjpLxeNyXSwtU07HYfQcFV0TAvr-kwq2CI,"https://scholar.google.com/scholar?cites=15086237203573997940&as_sdt=2005&sciodt=0,5&hl=en",139,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,53,13.25,11,5,4
319,"C Kuhn, B Bufe, M Winnig, T Hofmann…",Bitter taste receptors for saccharin and acesulfame K,2004,Journal of …,Soc Neuroscience,https://www.jneurosci.org/content/24/45/10260.short,"https://scholar.google.com/scholar?cites=5842221903128753126&as_sdt=2005&sciodt=0,5&hl=en",250,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,24,0.56,12,2,43
4,"A Ashkenazi, M Fritz, J Buckley, LE Marks",The temporal automated system for taste experiments (TASTE),2004,Behavior Research Methods …,Springer,https://link.springer.com/article/10.3758/BF03195552,"https://scholar.google.com/scholar?cites=15499400563031695781&as_sdt=2005&sciodt=0,5&hl=en",179,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,18,4.5,5,4,4
1,"S Iwaki, C Yamamoto, S Takehara…",Rejection of stimulus-related artifacts from electro-gustatory magnetoencephalographic signals using independent component analysis,2003,IEEE transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/1233403/?casa_token=6Wn8ot8Q4roAAAAA:Ipvh1HRsnooY7IG7WxVoiZaMh-YTCNc87UmNXHH_q7ki5wldAVdY9YGAyBkiYTsF8ztbzXUsOagcQQ,"https://scholar.google.com/scholar?cites=4515409782356995056&as_sdt=2005&sciodt=0,5&hl=en",158,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,66
16,"T Saito, M Miyake, J Kawamori, S Fukushima…",Buccal mucosal cancer patient who failed to recover taste acuity after partial oral cavity irradiation.,2002,Radiation …,europepmc.org,https://europepmc.org/article/med/12450105,"https://scholar.google.com/scholar?cites=11542262431663544034&as_sdt=2005&sciodt=0,5&hl=en",28,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,1
0,"KA Johnson, P Henry",Multi-Channel Gustometer,2002,Instructor,research.vuse.vanderbilt.edu,http://research.vuse.vanderbilt.edu/srdesign/2001/group27_01/Final%20Report.doc,,4,2021-03-25 18:21:59,DOC,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,112
60,"RL Doty, R Bagla, M Morgenson, N Mirza","NaCl thresholds: relationship to anterior tongue locus, area of stimulation, and number of fungiform papillae",2001,Physiology & behavior,Elsevier,https://www.sciencedirect.com/science/article/pii/S0031938400004169?casa_token=or5lIzhunkAAAAAA:-521QZdVmV5gyYrYuR2qFLM5NBFf-MlfWWxTJO3JSzIgzVbQm88WJsWsnPtw_1bMaZcB0YzQHpI,"https://scholar.google.com/scholar?cites=10262465718433864545&as_sdt=2005&sciodt=0,5&hl=en",126,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,14,0.7,4,4,20
14,"I Ahmed, S Gul, U Hayat, M Qasim","Service quality, service features and customer complaint handling as the major determinants of customer satisfaction in banking sector: a case study of National …",2001,Retrieved Juni,Citeseer,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.575.5889&rep=rep1&type=pdf,"https://scholar.google.com/scholar?cites=13509895257184556627&as_sdt=2005&sciodt=0,5&hl=en",181,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
37,"SO Moldin, ME Farmer, HR Chin, JF Battey Jr",Trans-NIH neuroscience initiatives on mouse phenotyping and mutagenesis,2001,Mammalian genome,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00335-001-4005-7&casa_token=GzMXypX9_MkAAAAA:yOxWOaI4D5MEolTVAjmsgkJkyzDrSEq5yj64lT2jb5JalBobqSR6-CkjYg8z0YHo6gyIhp2vhCw7GE0LbA,"https://scholar.google.com/scholar?cites=1633944745698005516&as_sdt=2005&sciodt=0,5&hl=en",245,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,13,6.5,3,4,2
6,"P Tunsuriyawong, R Bagla, RL Doty",Effects of a pressure surround on the regional taste detection threshold for sodium chloride,2000,Acta oto-laryngologica,Taylor & Francis,https://www.tandfonline.com/doi/pdf/10.1080/000164800760370891?casa_token=LExQDUaVt3sAAAAA:F-BCyPXRqIxAoovMYorstIz1zY8yBYXDNDADcd9WXb8ggGcJ1Cn22HO4XHrsXNHjZUARamlxkc76ww,"https://scholar.google.com/scholar?cites=5452562857378823974&as_sdt=2005&sciodt=0,5&hl=en",185,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,34,1.06,17,2,32
19,"MJM Theunissen, JHA Kroeze…","Method of stimulation, mouth movements, concentration, and viscosity: effects on the degree of taste adaptation",2000,Perception & …,Springer,https://link.springer.com/article/10.3758/BF03212112,"https://scholar.google.com/scholar?cites=5102447871682671946&as_sdt=2005&sciodt=0,5&hl=en",285,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,4
19,"J Sticken, G Dehnhardt",Salinity discrimination in harbour seals: a sensory basis for spatial orientation in the marine environment?,2000,Naturwissenschaften,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/content/pdf/10.1007/s001140050767.pdf&casa_token=XEUfphk18C0AAAAA:n11UfDS-dE6wcznoWz3rXg9dBYzDVFynrK0bosbqGUSndTNN189_iQ5sODwn7BNichqWK0ln21MEmSbeng,"https://scholar.google.com/scholar?cites=4466696812626782730&as_sdt=2005&sciodt=0,5&hl=en",235,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,10,1.67,3,4,6
0,"T Saito, T Furusaka, J Kawamori, M Hirayama…",A lower gingiva cancer patient who recovered from loss of taste acuity after healing of mandibular osteoradionecrosis,1999,The Journal of …,jstage.jst.go.jp,https://www.jstage.jst.go.jp/article/jastro1989/11/3/11_3_229/_article/-char/ja/,,78,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,22,0.52,22,1,42
19,"P Hebhardt, R Bagla, RL Doty",An automated regional taste-testing system,1999,"Behavior Research Methods, Instruments …",Springer,https://link.springer.com/article/10.3758/BF03200727,"https://scholar.google.com/scholar?cites=15868935965793149006&as_sdt=2005&sciodt=0,5&hl=en",135,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,2,0.25,2,1,8
27,"M Laska, HP Scheuber, EC Sanchez…",Taste difference thresholds for sucrose in two species of nonhuman primates,1999,American Journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1098-2345(1999)48:2%3C153::AID-AJP6%3E3.0.CO;2-7?casa_token=XEIANnowu8EAAAAA:xAbO9f9r2l2NBr7PMsXJnTx9h6P8ezrtxDhmfO_I-_jox84u-a9qGt6n8rjGJjuAvXsGeslLRJdneods,"https://scholar.google.com/scholar?cites=6105911487566621781&as_sdt=2005&sciodt=0,5&hl=en",121,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,18,4.5,18,1,4
10,"M Fitzsimons, NF Sheahan…",The application of dc electrical stimulation in evoking and recording gustatory brain potentials,1999,Physiological …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/0967-3334/20/4/306/meta?casa_token=rND0G-vsV40AAAAA:Pxk3eL2Czf57Kju2aJoH0gpbETkUZh-BCM7D8LBXIn8qMyQULghHKrK51jU_JED9AhanT78Kqa4,"https://scholar.google.com/scholar?cites=15674398116454037060&as_sdt=2005&sciodt=0,5&hl=en",340,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,5,1,2,3,5
10,"R Bagla, B Klasky, RL Doty",Influence of stimulus duration on a regional measure of NaCl taste sensitivity,1997,Chemical senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/22/2/171/278768,"https://scholar.google.com/scholar?cites=18277708243732416720&as_sdt=2005&sciodt=0,5&hl=en",138,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,88,3.67,29,3,24
88,"K Ichimura, K Nibu, T Tanaka",Nerve paralysis after surgery in the submandibular triangle: review of University of Tokyo Hospital experience,1997,Head & neck,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1097-0347(199701)19:1%3C48::AID-HED9%3E3.0.CO;2-V?casa_token=cWldUh5arY8AAAAA:uNQB1Vm8z-fi4sgoYkw0VU8q2y5nqAchnTlZsbiFO7v4joUmGN2v0eQ6SXkynKGFWTj2PllZCAf3YhLG,"https://scholar.google.com/scholar?cites=10948128658228797137&as_sdt=2005&sciodt=0,5&hl=en",103,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,12
55,"M Laska, EC Sanchez, JAR Rivera…",Gustatory thresholds for food‐associated sugars in the spider monkey (Ateles geoffroyi),1996,American Journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1098-2345(1996)39:3%3C189::AID-AJP4%3E3.0.CO;2-V?casa_token=IFEEJjnZnwcAAAAA:P2Obtg_pSuGe2tPz6GeDKtoxyepiSQYUsYa0hjQ-3BnraDxxhlALWnERTeqIqvenuuwfUiEsVG8JxwvC,"https://scholar.google.com/scholar?cites=16986379257499185654&as_sdt=2005&sciodt=0,5&hl=en",182,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,3,0.11,1,3,27
17,"MJM Theunissen, JHA Kroeze","Mouth movements diminish taste adaptation, but rate of mouth movement does not affect adaptation",1996,Chemical senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/21/5/545/419263,"https://scholar.google.com/scholar?cites=6809456679128160744&as_sdt=2005&sciodt=0,5&hl=en",267,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,16,2.67,4,4,6
42,M Laska,Taste preference thresholds for food-associated sugars in the squirrel monkey (Saimiri sciureus),1996,Primates,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/content/pdf/10.1007/BF02382925.pdf&casa_token=ydOd_I7qjGUAAAAA:7UGgv9aBiqJTUaspyPi2mjGb7iKo5iwAPZ7TD3-7wCdpz3_6scEKnjfwzNoEVK6kOJIjYJmrJqXprgnR0w,"https://scholar.google.com/scholar?cites=6184463826896371685&as_sdt=2005&sciodt=0,5&hl=en",198,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,1,1,0,6,1
6,"R NONAKA, M O'MAHONY",Comparison of flowise and sipwise methods of tasting,1995,Journal of sensory studies,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1745-459X.1995.tb00017.x,"https://scholar.google.com/scholar?cites=6262716586462842944&as_sdt=2005&sciodt=0,5&hl=en",145,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,15,2.5,3,5,6
66,"T Matsuda, RL Doty","Regional taste sensitivity to NaCl: relationship to subject age, tongue locus and area of stimulation",1995,Chemical senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/20/3/283/451375,"https://scholar.google.com/scholar?cites=8954298880144987018&as_sdt=2005&sciodt=0,5&hl=en",41,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,65
110,"C Murphy, C Quiñonez, S Nordin",Reliability and validity of electrogustometry and its application to young and elderly persons,1995,Chemical senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/20/5/499/273233,"https://scholar.google.com/scholar?cites=17126344180465744115&as_sdt=2005&sciodt=0,5&hl=en",102,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,5
3,"KH Plattig, P Bekiaroglou, S Schell",Gustatory-evoked potentials in man: a long history and final results,1994,Olfaction and Taste XI,Springer,https://link.springer.com/chapter/10.1007/978-4-431-68355-1_262,"https://scholar.google.com/scholar?cites=391399536046334198&as_sdt=2005&sciodt=0,5&hl=en",264,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,2,0.4,2,1,5
1,"M Fitzsimons, W van der Putten…",An effective stimulus for evoking gustatory brain potentials,1992,1992 14th Annual …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/5761553/?casa_token=f7mGs4UOXKgAAAAA:9rszVyMBI18u17OdVxG5F_dAkg4WK1O_imuA_6XpEedCRLssDVkQJSkT4TL8fJwqi_bHcR5ykawOCA,"https://scholar.google.com/scholar?cites=17140049737921512040&as_sdt=2005&sciodt=0,5&hl=en",187,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,29,4.14,6,5,7
68,"L Ovesen, M Sørensen, J Hannibal, L Allingstrup",Electrical taste detection thresholds and chemical smell detection thresholds in patients with cancer,1991,Cancer,Wiley Online Library,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/1097-0142(19911115)68:10%3C2260::AID-CNCR2820681026%3E3.0.CO;2-W,"https://scholar.google.com/scholar?cites=505492058649711037&as_sdt=2005&sciodt=0,5&hl=en",124,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,6,3,1,6,2
26,"L Ovesen, J Hannibal, M Sørensen, L Allingstrup","Food intake, eating-related complaints, and smell and taste sensations in patients with cancer of the lung, ovary and breast undergoing chemotherapy",1991,Clinical Nutrition,Elsevier,https://www.sciencedirect.com/science/article/pii/026156149190063I,"https://scholar.google.com/scholar?cites=2470908677821934363&as_sdt=2005&sciodt=0,5&hl=en",123,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,40,0.53,40,1,75
10,"Z Bujas, S Szabo, D Ajduković, D Mayer",Magnitude estimation of adaptation to salt using a flow chamber for stimulus delivery,1991,Physiology & behavior,Elsevier,https://www.sciencedirect.com/science/article/pii/003193849190311B,"https://scholar.google.com/scholar?cites=2481506449983211109&as_sdt=2005&sciodt=0,5&hl=en",243,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,11
10,"B McCutcheon, AM Tennissen",Acid and NaCl self-adaptation with micro-drop stimulation of fungiform papillae,1989,Physiology & behavior,Elsevier,https://www.sciencedirect.com/science/article/pii/0031938489903405,"https://scholar.google.com/scholar?cites=4718654804689640420&as_sdt=2005&sciodt=0,5&hl=en",286,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,5
2,"DRE KUGLER, MSF HERTRICH",Determination of gustatory sucrose threshold in water by use of a linear sucrose gradient,1989,Journal of Sensory Studies,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1745-459X.1989.tb00449.x,"https://scholar.google.com/scholar?cites=7593696536747740690&as_sdt=2005&sciodt=0,5&hl=en",274,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,29,2.9,6,5,10
3,"T MAEYAMA, KH PLATTIG",Objective examination of taste in man by measuring gustatory evoked potentials,1989,Nippon Jibiinkoka Gakkai Kaiho,jstage.jst.go.jp,https://www.jstage.jst.go.jp/article/jibiinkoka1947/92/5/92_5_736/_article/-char/ja/,"https://scholar.google.com/scholar?cites=7277716785810980870&as_sdt=2005&sciodt=0,5&hl=en",32,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,1
34,"M O'MAHONY, SAUYIN WONG","Time‐intensity scaling with judges trained to use a calibrated scale: Adaptation, salty and umami tastes",1989,Journal of Sensory studies,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1745-459X.1989.tb00446.x,"https://scholar.google.com/scholar?cites=13107318529568935225&as_sdt=2005&sciodt=0,5&hl=en",290,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,5,0.16,5,1,31
25,"KH Plattig, S Dazert, T Maeyama",A new gustometer for computer evaluation of taste responses in men and animals,1988,Acta Oto-Laryngologica,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.3109/00016488809125115,"https://scholar.google.com/scholar?cites=15733176271591994650&as_sdt=2005&sciodt=0,5&hl=en",2,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,10,5,3,3,2
0,"M Akabas, J Dodd, Q Al-Awqati",Tenth Annual Meeting of the Association for Chemoreception Sciences (AChemS X),1988,Chemical Senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/13/4/671/295371,,256,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,2,0.5,1,4,4
3,"G Probst, S Dazert, T Maeyama, KH Plattig",Averaged EEG responses after stimulation of human tongue by means of a new gustometer device,1987,Pflügers Arch Eur J Physiol,,,"https://scholar.google.com/scholar?cites=8057157402868525270&as_sdt=2005&sciodt=0,5&hl=en",9,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,11,3.67,3,4,3
15,"PGJ Ganzevles, JHA Kroeze",Cross-adaptation in taste measured with a filter-paper method,1987,Chemical Senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/12/2/341/416331,"https://scholar.google.com/scholar?cites=14489792177973521121&as_sdt=2005&sciodt=0,5&hl=en",295,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,10
73,"R Grant, MM Ferguson, R Strang…",Evoked taste thresholds in a normal population and the application of electrogustometry to trigeminal nerve disease.,1987,Journal of Neurology …,jnnp.bmj.com,https://jnnp.bmj.com/content/50/1/12.short,"https://scholar.google.com/scholar?cites=10227461011006448817&as_sdt=2005&sciodt=0,5&hl=en",143,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
48,M Yoshida,A microcomputer (PC 9801/MS mouse) system to record and analyze time-intensity curves of sweetness,1986,Chemical Senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/11/1/105/373541,"https://scholar.google.com/scholar?cites=4255483161541844473&as_sdt=2005&sciodt=0,5&hl=en",275,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,32,2,11,3,16
14,"BP Halpern, ST Kelling, HL Meiselman",An analysis of the role of stimulus removal in taste adaptation by means of simulated drinking,1986,Physiology & behavior,Elsevier,https://www.sciencedirect.com/science/article/pii/0031938486904543,"https://scholar.google.com/scholar?cites=18220778603772261144&as_sdt=2005&sciodt=0,5&hl=en",242,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,37,1.85,9,4,20
223,"H Tomita, M Ikeda, Y Okuda",Basis and practice of clinical taste examinations,1986,Auris Nasus Larynx,Elsevier,https://www.sciencedirect.com/science/article/pii/S0385814686800293,"https://scholar.google.com/scholar?cites=15865095229897384592&as_sdt=2005&sciodt=0,5&hl=en",180,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
3,DG Sessions,Following Partial Laryngectomy,1986,Rehabilitation and Treatment of Head and Neck …,books.google.com,https://books.google.com/books?hl=en&lr=&id=LyPDfOLP3UIC&oi=fnd&pg=PA35&dq=gustometer+-rats+-rodents&ots=TEwfPUjWxe&sig=HCMM0NoGmQMe7UHF7vfIKaj0oiM,"https://scholar.google.com/scholar?cites=15724130406388709280&as_sdt=2005&sciodt=0,5&hl=en",90,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,4
30,"ST Kelling, BP Halpern",The physical characteristics of open flow and closed flow taste delivery apparatus,1986,Chemical senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/11/1/89/373655,"https://scholar.google.com/scholar?cites=16794660506673487653&as_sdt=2005&sciodt=0,5&hl=en",125,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,10,0.31,5,2,32
9,M O'Mahony,"Alternative explanations for procedural effects on magnitude-estimation exponents for taste, invoking adaptation, context, and volume effects",1984,Perception,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1068/p130067,"https://scholar.google.com/scholar?cites=15403113734261387005&as_sdt=2005&sciodt=0,5&hl=en",176,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,30,0.86,15,2,35
25,"K Sato, R Kamata",Quantitative examination of taste deficiency due to radiation therapy.,1984,Radiation medicine,europepmc.org,https://europepmc.org/article/med/6546260,"https://scholar.google.com/scholar?cites=13170656994249934606&as_sdt=2005&sciodt=0,5&hl=en",26,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,6
0,"DS Sardana, BD Shah",A critical assessment of electro-diagnostic test in final nerve paralysis,1983,Indian Journal of Otolaryngology,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/content/pdf/10.1007/BF02993793.pdf&casa_token=cBeJ-jgPe0MAAAAA:ogjyaQrRMV3o4RSY6Z6tCEh47W2BQDukpvDTdWhrAdu_m1NJpyQES9sYSL4Al8TTh-IZ6dhUbrseAR0ZOA,,164,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,114
58,"R Metson, DG Hanson",Bilateral facial nerve paralysis following arterial embolization for epistaxis,1983,Otolaryngology—Head and Neck …,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/019459988309100318,"https://scholar.google.com/scholar?cites=14984825723760902775&as_sdt=2005&sciodt=0,5&hl=en",120,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,15,3,8,2,5
10,"M O'Mahony, K Klapman, J Wong, S Atassi",Salt taste sensitivity and stimulus volume: effect of stimulus residuals,1982,Perception,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1068/p110347,"https://scholar.google.com/scholar?cites=12791101318181868848&as_sdt=2005&sciodt=0,5&hl=en",287,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,NA
8,"NK Soni, P Chatterji, UN Tyagi, SK Nahata…",Gustation in oral submucous fibrosis,1981,Indian Journal of …,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/content/pdf/10.1007/BF02993778.pdf&casa_token=_Tnrq-cd1-cAAAAA:fx3V0S_KOQTXAe8ov1aM8PpQH8a5pvBX4kgIzQdzda96rMhJZMBBvM6B0impz2J73U5cnTulPkiLDBbbMg,"https://scholar.google.com/scholar?cites=8442949105986212906&as_sdt=2005&sciodt=0,5&hl=en",137,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,2,1,0,5,2
0,"DS Sardana, AK Tewari",Taste disturbances in head injury,1980,Indian Journal of Otolaryngology,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/BF02992138&casa_token=K0jigzm2C3sAAAAA:lNrAgwuT6sfO3fwNnd9b2HfgoePyqWOsbPEndWLPDlouYcO6sX4Qjr9TsTFG1H3Z6ncgtLUpEdWvD8u48w,,165,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,37,4.11,37,1,9
25,Y OKUDA,The method of gustatory test by filter-paper disc,1980,Nippon Jibiinkoka Gakkai Kaiho,jstage.jst.go.jp,https://www.jstage.jst.go.jp/article/jibiinkoka1947/83/9/83_9_1071/_article/-char/ja/,"https://scholar.google.com/scholar?cites=14216856593862459940&as_sdt=2005&sciodt=0,5&hl=en",302,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,48,1.14,48,1,42
22,TOM EKSTRAND,"Bell's palsy: prognostic accuracy of case history, sialometry and taste impairment",1979,Clinical Otolaryngology & Allied Sciences,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2273.1979.tb01885.x,"https://scholar.google.com/scholar?cites=3421027589335554228&as_sdt=2005&sciodt=0,5&hl=en",98,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,NA
0,WN BV,ELECTRO-GUSTOMETER,1979,Scandinavian Audiology,Taylor & Francis,,,12,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,NA
51,"ME Glasscock III, RJ Wiet, CG Jackson…",Rehabilitation of the face following traumatic injury to the facial nerve,1979,The …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/lary.5540890904,"https://scholar.google.com/scholar?cites=12226473333224902154&as_sdt=2005&sciodt=0,5&hl=en",200,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,64
95,M O'Mahony,Salt taste adaptation: the psychophysical effects of adapting solutions and residual stimuli from prior tastings on the taste of sodium chloride,1979,Perception,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1068/p080441,"https://scholar.google.com/scholar?cites=9008989359641824318&as_sdt=2005&sciodt=0,5&hl=en",146,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,21,5.25,5,4,4
48,B Nilsson,Taste acuity of the human palate: II. Studies with electrogustometry on subjects in different age groups,1979,Acta Odontologica Scandinavica,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.3109/00016357909027584,"https://scholar.google.com/scholar?cites=5594385191250141594&as_sdt=2005&sciodt=0,5&hl=en",91,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,4,2,1,4,2
55,DH McBurney,Psychological dimensions and perceptual analyses of taste,1978,"Handbook of Perception, Vol. VIA: Tasting and …",books.google.com,https://books.google.com/books?hl=en&lr=&id=XdgC8UDWfh4C&oi=fnd&pg=PA125&dq=gustometer+-rats+-rodents&ots=397O6ibsFf&sig=EKO5yFBZ24N4sBjznteVQ2asP5U,"https://scholar.google.com/scholar?cites=3332135883970639335&as_sdt=2005&sciodt=0,5&hl=en",155,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,43
5,"KA Greville, WJ Keith",The effectiveness of two infant hearing screening programmes in New Zealand,1978,Scandinavian audiology,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.3109/01050397809076280,"https://scholar.google.com/scholar?cites=16335308873005742040&as_sdt=2005&sciodt=0,5&hl=en",279,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,20,1.33,20,1,15
78,"JF Gent, DH McBurney",Time course of gustatory adaptation,1978,Perception & Psychophysics,Springer,https://link.springer.com/article/10.3758/BF03208298,"https://scholar.google.com/scholar?cites=11421692990429930398&as_sdt=2005&sciodt=0,5&hl=en",109,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2
29,B Nilsson,Taste acuity of the human palate I. Studies with electrogustometry and taste solutions on young adults,1977,Acta Odontologica Scandinavica,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.3109/00016357709055990,"https://scholar.google.com/scholar?cites=13089512309622702016&as_sdt=2005&sciodt=0,5&hl=en",105,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,1
16,"HL Meiselman, CN DuBose",Failure of instructional set to affect completeness of taste adaptation,1976,Perception & Psychophysics,Springer,https://link.springer.com/article/10.3758/BF03204174,"https://scholar.google.com/scholar?cites=14334947551152564042&as_sdt=2005&sciodt=0,5&hl=en",270,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,8
